Date,VH
2023-10-20,-16.95662335348324
2023-10-27,-16.88302039637401
2023-11-1,-16.565987337245822
2023-11-8,-16.328211157528425
2023-11-13,-17.119718442509882
2023-11-20,-17.368284548701034
2023-11-25,-17.543278507492396
2023-12-2,-17.783867398029827
2023-12-7,-17.840914759810488
2023-12-14,-18.822573127788257
2023-12-19,-19.051062810370627
2023-12-26,-17.674357960043334
2023-12-31,-17.849859922562857
2024-1-7,-18.763816105108578
2024-1-12,-18.52410807330029
2024-1-19,-17.731824775407983
2024-1-24,-17.326259611921813
2024-1-31,-17.463283889043872
2024-2-5,-18.192326533371983
2024-2-12,-18.064241114940106
2024-2-17,-16.908518563565334
2024-2-24,-16.32634358194136
2024-2-29,-16.350548325090525
2024-3-7,-16.058882773460525
2024-3-12,-16.78360409601021
2024-3-19,-18.49242641793682
2024-3-24,-19.507025520544893
